id,created_at,round,match,listType,voter_discord_id,winningSubmission,losingSubmission
524,2025-04-18 15:21:23.1135+00,3,1,best,.dryfish,105,52
525,2025-04-18 15:21:23.897651+00,1,6,best,bugrid,47,105
526,2025-04-18 15:21:24.523175+00,4,0,best,sinkvili,118,47
527,2025-04-18 15:21:32.059261+00,1,7,best,bugrid,120,98
528,2025-04-18 15:21:37.176134+00,4,0,best,.dryfish,114,105
529,2025-04-18 15:21:39.522079+00,2,0,best,bugrid,45,111
530,2025-04-18 15:21:48.238311+00,2,1,best,bugrid,121,107
531,2025-04-18 15:21:50.186724+00,0,0,worst,.dryfish,46,108
532,2025-04-18 15:21:54.352098+00,3,1,best,ninah8637,68,105
533,2025-04-18 15:21:57.450156+00,0,1,worst,.dryfish,79,99
534,2025-04-18 15:21:59.211192+00,2,2,best,bugrid,68,61
535,2025-04-18 15:22:00.858325+00,4,0,best,ninah8637,101,68
536,2025-04-18 15:22:04.791533+00,1,0,best,3y3scr3am,94,45
537,2025-04-18 15:22:06.816408+00,2,3,best,bugrid,47,120
540,2025-04-18 15:22:13.210334+00,3,0,best,bugrid,121,45
541,2025-04-18 15:22:13.268797+00,0,0,worst,sinkvili,46,108
542,2025-04-18 15:22:14.984271+00,0,2,worst,.dryfish,104,127
543,2025-04-18 15:22:18.652985+00,0,3,worst,seean8156,126,51
544,2025-04-18 15:22:21.616114+00,0,3,worst,.dryfish,126,51
545,2025-04-18 15:22:22.294963+00,3,1,best,bugrid,47,68
546,2025-04-18 15:22:28.848311+00,0,4,worst,.dryfish,53,89
547,2025-04-18 15:22:29.060194+00,4,0,best,bugrid,47,121
548,2025-04-18 15:22:34.014492+00,0,4,worst,seean8156,89,53
549,2025-04-18 15:22:35.059661+00,0,5,worst,.dryfish,93,96
550,2025-04-18 15:22:38.188699+00,0,1,worst,sinkvili,79,99
551,2025-04-18 15:22:39.476415+00,1,0,worst,.dryfish,79,46
552,2025-04-18 15:22:40.559782+00,0,5,worst,seean8156,93,96
553,2025-04-18 15:22:45.817801+00,0,0,worst,bugrid,46,108
554,2025-04-18 15:22:46.071947+00,1,1,worst,.dryfish,126,104
555,2025-04-18 15:22:46.680869+00,1,1,best,3y3scr3am,101,86
556,2025-04-18 15:22:50.720637+00,1,0,worst,seean8156,108,79
557,2025-04-18 15:22:51.536342+00,1,2,worst,.dryfish,53,93
558,2025-04-18 15:22:56.994436+00,0,1,worst,bugrid,99,79
559,2025-04-18 15:22:58.855922+00,0,2,worst,sinkvili,127,104
560,2025-04-18 15:23:00.762358+00,1,3,worst,.dryfish,113,122
561,2025-04-18 15:23:04.773404+00,0,2,worst,bugrid,127,104
562,2025-04-18 15:23:05.154233+00,1,2,best,3y3scr3am,115,72
563,2025-04-18 15:23:13.520718+00,0,3,worst,bugrid,126,51
564,2025-04-18 15:23:14.364683+00,1,1,worst,seean8156,104,126
565,2025-04-18 15:23:17.300119+00,0,0,worst,ninah8637,108,46
566,2025-04-18 15:23:20.972682+00,1,3,best,3y3scr3am,107,109
567,2025-04-18 15:23:23.418319+00,1,4,worst,.dryfish,87,62
568,2025-04-18 15:23:23.555608+00,0,4,worst,bugrid,89,53
569,2025-04-18 15:23:31.338911+00,0,3,worst,sinkvili,126,51
570,2025-04-18 15:23:33.137597+00,1,5,worst,.dryfish,70,124
571,2025-04-18 15:23:39.737258+00,1,6,worst,.dryfish,119,110
572,2025-04-18 15:23:43.525223+00,1,4,best,3y3scr3am,65,61
573,2025-04-18 15:23:44.276038+00,0,1,worst,ninah8637,99,79
574,2025-04-18 15:23:48.289771+00,1,7,worst,.dryfish,116,112
575,2025-04-18 15:23:49.793004+00,1,2,worst,seean8156,93,89
576,2025-04-18 15:23:57.223621+00,0,2,worst,ninah8637,127,104
577,2025-04-18 15:24:00.102319+00,1,3,worst,seean8156,117,113
578,2025-04-18 15:24:01.825471+00,2,0,worst,.dryfish,79,126
579,2025-04-18 15:24:14.408096+00,2,1,worst,.dryfish,113,53
580,2025-04-18 15:24:22.944816+00,2,2,worst,.dryfish,70,87
581,2025-04-18 15:24:24.374002+00,1,4,worst,seean8156,87,62
582,2025-04-18 15:24:29.860317+00,2,3,worst,.dryfish,116,119
583,2025-04-18 15:24:40.538955+00,1,5,worst,seean8156,70,124
584,2025-04-18 15:24:41.66269+00,3,0,worst,.dryfish,79,113
585,2025-04-18 15:24:42.633145+00,0,3,worst,ninah8637,126,51
586,2025-04-18 15:24:48.51101+00,3,1,worst,.dryfish,116,70
587,2025-04-18 15:24:48.53986+00,1,6,worst,seean8156,110,119
588,2025-04-18 15:24:59.942753+00,1,7,worst,seean8156,112,116
589,2025-04-18 15:25:04.791737+00,4,0,worst,.dryfish,116,79
590,2025-04-18 15:25:08.503799+00,2,0,worst,seean8156,108,104
591,2025-04-18 15:25:09.648314+00,0,0,best,dohny,123,45
592,2025-04-18 15:25:13.47049+00,0,5,worst,bugrid,117,93
593,2025-04-18 15:25:22.594938+00,0,1,best,dohny,94,118
594,2025-04-18 15:25:23.126135+00,1,0,worst,bugrid,99,46
595,2025-04-18 15:25:27.299847+00,2,1,worst,seean8156,117,93
596,2025-04-18 15:25:28.99126+00,0,2,best,dohny,111,86
597,2025-04-18 15:25:32.620396+00,1,1,worst,bugrid,126,127
598,2025-04-18 15:25:33.772308+00,0,3,best,dohny,91,101
599,2025-04-18 15:25:37.531813+00,2,2,worst,seean8156,87,70
600,2025-04-18 15:25:39.10857+00,1,2,worst,bugrid,89,117
601,2025-04-18 15:25:43.049459+00,0,4,best,dohny,115,121
602,2025-04-18 15:25:44.681387+00,1,3,worst,bugrid,113,122
603,2025-04-18 15:25:45.314073+00,2,3,worst,seean8156,110,112
604,2025-04-18 15:25:49.42237+00,0,4,worst,sinkvili,89,53
605,2025-04-18 15:25:49.777603+00,0,4,worst,ninah8637,89,53
606,2025-04-18 15:25:50.113662+00,1,4,worst,bugrid,87,62
607,2025-04-18 15:25:50.196068+00,0,5,best,dohny,109,72
608,2025-04-18 15:25:56.660018+00,1,5,best,3y3scr3am,52,68
609,2025-04-18 15:25:57.662369+00,3,0,worst,seean8156,108,117
610,2025-04-18 15:25:58.784797+00,1,5,worst,bugrid,70,124
611,2025-04-18 15:26:01.140498+00,0,5,worst,sinkvili,93,96
612,2025-04-18 15:26:02.827731+00,1,0,best,dohny,123,94
613,2025-04-18 15:26:07.420194+00,0,5,worst,ninah8637,96,93
614,2025-04-18 15:26:09.482944+00,1,1,best,dohny,111,91
615,2025-04-18 15:26:09.660078+00,3,1,worst,seean8156,87,110
616,2025-04-18 15:26:14.755571+00,1,0,worst,sinkvili,79,46
617,2025-04-18 15:26:17.825013+00,1,2,best,dohny,109,115
618,2025-04-18 15:26:18.242944+00,4,0,worst,seean8156,108,87
619,2025-04-18 15:26:20.221077+00,1,0,worst,ninah8637,108,99
620,2025-04-18 15:26:21.641579+00,1,3,best,dohny,107,114
621,2025-04-18 15:26:23.832925+00,0,0,best,grepylol,45,123
622,2025-04-18 15:26:25.396171+00,1,4,best,dohny,61,65
623,2025-04-18 15:26:26.110016+00,1,6,worst,bugrid,119,110
624,2025-04-18 15:26:27.213852+00,1,1,worst,sinkvili,126,127
625,2025-04-18 15:26:29.986233+00,1,5,best,dohny,52,68
626,2025-04-18 15:26:31.272478+00,1,1,worst,ninah8637,126,127
627,2025-04-18 15:26:31.913947+00,0,1,best,grepylol,94,86
628,2025-04-18 15:26:32.952862+00,1,6,best,dohny,47,105
629,2025-04-18 15:26:35.692468+00,1,7,best,dohny,120,98
630,2025-04-18 15:26:38.478331+00,1,7,worst,bugrid,116,112
631,2025-04-18 15:26:39.545289+00,2,0,best,dohny,111,123
632,2025-04-18 15:26:42.508948+00,0,2,best,grepylol,101,111
633,2025-04-18 15:26:43.098067+00,2,1,best,dohny,109,107
634,2025-04-18 15:26:47.055445+00,2,2,best,dohny,52,61
635,2025-04-18 15:26:50.700239+00,2,3,best,dohny,47,120
636,2025-04-18 15:26:52.826839+00,2,0,worst,bugrid,99,126
637,2025-04-18 15:26:55.029053+00,3,0,best,dohny,111,109
638,2025-04-18 15:26:55.720431+00,1,2,worst,sinkvili,93,89
639,2025-04-18 15:27:00.501058+00,3,1,best,dohny,47,52
640,2025-04-18 15:27:04.516264+00,4,0,best,dohny,47,111
641,2025-04-18 15:27:05.907527+00,1,3,worst,sinkvili,117,113
642,2025-04-18 15:27:06.204055+00,2,1,worst,bugrid,89,113
643,2025-04-18 15:27:10.47481+00,0,3,best,grepylol,115,91
644,2025-04-18 15:27:15.120128+00,0,0,worst,dohny,108,46
645,2025-04-18 15:27:18.56478+00,1,4,worst,sinkvili,87,122
646,2025-04-18 15:27:18.929363+00,0,1,worst,dohny,79,99
647,2025-04-18 15:27:19.069409+00,2,2,worst,bugrid,87,70
648,2025-04-18 15:27:24.013605+00,0,4,best,grepylol,72,121
649,2025-04-18 15:27:24.070189+00,0,2,worst,dohny,127,104
650,2025-04-18 15:27:25.771639+00,2,3,worst,bugrid,116,119
651,2025-04-18 15:27:27.247717+00,0,3,worst,dohny,126,51
652,2025-04-18 15:27:29.589077+00,1,5,worst,sinkvili,70,124
653,2025-04-18 15:27:29.974928+00,3,0,worst,bugrid,99,89
654,2025-04-18 15:27:30.07235+00,0,4,worst,dohny,53,89
655,2025-04-18 15:27:30.949325+00,1,0,best,grepylol,94,45
656,2025-04-18 15:27:32.274178+00,0,5,worst,dohny,96,93
657,2025-04-18 15:27:34.561356+00,0,6,worst,dohny,113,117
658,2025-04-18 15:27:35.956289+00,3,1,worst,bugrid,116,87
659,2025-04-18 15:27:36.709101+00,1,0,worst,dohny,108,79
660,2025-04-18 15:27:38.177625+00,1,6,worst,sinkvili,110,119
661,2025-04-18 15:27:38.882994+00,1,2,worst,ninah8637,89,96
662,2025-04-18 15:27:38.92737+00,1,1,worst,dohny,126,127
663,2025-04-18 15:27:41.188665+00,1,2,worst,dohny,53,96
664,2025-04-18 15:27:43.389829+00,1,3,worst,dohny,113,122
665,2025-04-18 15:27:45.613403+00,1,4,worst,dohny,87,62
666,2025-04-18 15:27:46.934955+00,1,7,worst,sinkvili,116,112
667,2025-04-18 15:27:47.460244+00,1,3,worst,ninah8637,113,117
668,2025-04-18 15:27:47.814647+00,1,5,worst,dohny,70,124
669,2025-04-18 15:27:47.914964+00,4,0,worst,bugrid,99,116
670,2025-04-18 15:27:49.582903+00,1,6,best,3y3scr3am,47,105
671,2025-04-18 15:27:50.078866+00,1,6,worst,dohny,110,119
672,2025-04-18 15:27:51.143103+00,0,0,best,cynique.,123,45
673,2025-04-18 15:27:52.295113+00,1,7,worst,dohny,112,116
674,2025-04-18 15:27:53.744083+00,2,0,worst,sinkvili,126,79
675,2025-04-18 15:27:54.524057+00,2,0,worst,dohny,108,126
676,2025-04-18 15:27:56.743877+00,2,1,worst,dohny,113,53
677,2025-04-18 15:27:57.484711+00,0,1,best,cynique.,94,118
678,2025-04-18 15:27:58.933772+00,2,2,worst,dohny,70,87
679,2025-04-18 15:28:01.20556+00,2,3,worst,dohny,112,110
680,2025-04-18 15:28:03.289308+00,1,4,worst,ninah8637,122,62
681,2025-04-18 15:28:03.421637+00,3,0,worst,dohny,108,113
682,2025-04-18 15:28:04.362887+00,2,1,worst,sinkvili,117,93
683,2025-04-18 15:28:05.668617+00,3,1,worst,dohny,112,70
684,2025-04-18 15:28:06.491698+00,1,1,best,grepylol,115,101
685,2025-04-18 15:28:07.83758+00,4,0,worst,dohny,108,112
686,2025-04-18 15:28:10.570546+00,1,5,worst,ninah8637,87,70
687,2025-04-18 15:28:10.786737+00,0,2,best,cynique.,111,86
688,2025-04-18 15:28:12.47671+00,2,2,worst,sinkvili,70,87
689,2025-04-18 15:28:12.663573+00,1,7,best,3y3scr3am,98,120
690,2025-04-18 15:28:20.888826+00,2,3,worst,sinkvili,116,110
691,2025-04-18 15:28:27.695604+00,3,0,worst,sinkvili,117,126
692,2025-04-18 15:28:32.4056+00,1,2,best,grepylol,72,109
693,2025-04-18 15:28:39.303367+00,1,3,best,grepylol,107,114
694,2025-04-18 15:28:47.628891+00,2,0,best,3y3scr3am,94,101
695,2025-04-18 15:28:48.928396+00,0,3,best,cynique.,101,91
696,2025-04-18 15:28:51.122712+00,3,1,worst,sinkvili,116,70
697,2025-04-18 15:28:54.147434+00,1,6,worst,ninah8637,119,124
698,2025-04-18 15:28:56.681003+00,4,0,worst,sinkvili,117,116
699,2025-04-18 15:28:57.654164+00,0,4,best,cynique.,115,121
700,2025-04-18 15:29:07.968258+00,0,5,best,cynique.,109,72
701,2025-04-18 15:29:08.554065+00,2,1,best,3y3scr3am,115,107
702,2025-04-18 15:29:13.355372+00,1,7,worst,ninah8637,116,112
703,2025-04-18 15:29:13.970241+00,1,0,best,cynique.,94,123
704,2025-04-18 15:29:25.404066+00,1,1,best,cynique.,111,101
705,2025-04-18 15:29:25.769885+00,2,2,best,3y3scr3am,52,65
706,2025-04-18 15:29:30.074046+00,1,2,best,cynique.,109,115
707,2025-04-18 15:29:36.039082+00,1,3,best,cynique.,107,114
708,2025-04-18 15:30:57.852664+00,1,4,best,cynique.,65,61
709,2025-04-18 15:31:09.398508+00,1,5,best,cynique.,68,52
710,2025-04-18 15:31:24.640109+00,1,4,best,grepylol,65,61
711,2025-04-18 15:31:29.476317+00,1,5,best,grepylol,68,52
712,2025-04-18 15:31:33.148706+00,2,3,best,3y3scr3am,98,47
713,2025-04-18 15:31:47.650365+00,2,0,worst,ninah8637,108,126
714,2025-04-18 15:31:52.174856+00,2,1,worst,ninah8637,89,113
715,2025-04-18 15:31:56.167175+00,1,6,best,grepylol,105,47
716,2025-04-18 15:31:57.267366+00,2,2,worst,ninah8637,122,87
717,2025-04-18 15:32:05.287547+00,1,6,best,cynique.,105,47
718,2025-04-18 15:32:07.169948+00,2,3,worst,ninah8637,116,119
719,2025-04-18 15:32:14.136246+00,3,0,best,3y3scr3am,94,115
720,2025-04-18 15:32:33.339887+00,1,7,best,cynique.,120,98
721,2025-04-18 15:32:38.391495+00,3,1,best,3y3scr3am,52,98
722,2025-04-18 15:32:42.177544+00,1,7,best,grepylol,98,120
723,2025-04-18 15:32:56.281939+00,3,0,worst,ninah8637,89,108
724,2025-04-18 15:32:58.751669+00,2,0,best,cynique.,111,94
725,2025-04-18 15:33:04.41268+00,2,1,best,cynique.,109,107
726,2025-04-18 15:33:04.69006+00,3,1,worst,ninah8637,122,116
727,2025-04-18 15:33:20.405273+00,2,2,best,cynique.,65,68
728,2025-04-18 15:33:27.072912+00,4,0,worst,ninah8637,89,122
729,2025-04-18 15:33:38.304519+00,2,3,best,cynique.,105,120
730,2025-04-18 15:33:38.72258+00,4,0,best,3y3scr3am,94,52
731,2025-04-18 15:33:50.58823+00,3,0,best,cynique.,109,111
732,2025-04-18 15:34:01.165806+00,3,1,best,cynique.,65,105
733,2025-04-18 15:34:25.623432+00,4,0,best,cynique.,109,65
734,2025-04-18 15:34:28.844031+00,2,0,best,grepylol,94,115
735,2025-04-18 15:34:54.94973+00,2,1,best,grepylol,72,107
736,2025-04-18 15:35:30.449841+00,0,0,worst,3y3scr3am,108,46
737,2025-04-18 15:35:33.231632+00,2,2,best,grepylol,68,65
738,2025-04-18 15:35:46.898077+00,2,3,best,grepylol,105,98
739,2025-04-18 15:35:52.517027+00,3,0,best,grepylol,94,72
740,2025-04-18 15:35:54.317522+00,0,1,worst,3y3scr3am,99,79
741,2025-04-18 15:36:18.943883+00,0,2,worst,3y3scr3am,104,127
742,2025-04-18 15:36:46.014572+00,0,3,worst,3y3scr3am,126,51
743,2025-04-18 15:36:52.280803+00,0,0,worst,cynique.,108,46
744,2025-04-18 15:37:42.505279+00,0,1,worst,cynique.,99,79
745,2025-04-18 15:38:41.213125+00,0,2,worst,cynique.,127,104
746,2025-04-18 15:38:55.826147+00,0,3,worst,cynique.,126,51
747,2025-04-18 15:39:03.513899+00,0,4,worst,cynique.,53,89
748,2025-04-18 15:39:34.492124+00,0,5,worst,cynique.,96,93
749,2025-04-18 15:39:47.994344+00,0,6,worst,cynique.,113,117
750,2025-04-18 15:39:58.012349+00,1,0,worst,cynique.,108,99
751,2025-04-18 15:40:11.963251+00,0,4,worst,3y3scr3am,53,89
752,2025-04-18 15:40:45.404656+00,0,5,worst,3y3scr3am,96,93
753,2025-04-18 15:41:22.406851+00,1,1,worst,cynique.,127,126
754,2025-04-18 15:41:24.69097+00,1,0,worst,3y3scr3am,108,99
755,2025-04-18 15:41:29.905864+00,1,2,worst,cynique.,96,53
756,2025-04-18 15:41:46.569854+00,1,3,worst,cynique.,122,113
757,2025-04-18 15:41:57.364407+00,1,4,worst,cynique.,87,62
758,2025-04-18 15:42:17.554804+00,1,5,worst,cynique.,70,124
759,2025-04-18 15:42:18.934406+00,1,1,worst,3y3scr3am,126,104
760,2025-04-18 15:42:26.422224+00,1,6,worst,cynique.,110,119
761,2025-04-18 15:42:47.135032+00,1,7,worst,cynique.,116,112
762,2025-04-18 15:43:01.919352+00,2,0,worst,cynique.,127,108
763,2025-04-18 15:43:06.77678+00,2,1,worst,cynique.,96,122
764,2025-04-18 15:43:11.902435+00,2,2,worst,cynique.,70,87
765,2025-04-18 15:43:24.848184+00,2,3,worst,cynique.,110,116
766,2025-04-18 15:43:28.781665+00,3,0,worst,cynique.,96,127
767,2025-04-18 15:43:31.577399+00,1,2,worst,3y3scr3am,53,96
768,2025-04-18 15:43:35.814121+00,3,1,worst,cynique.,70,110
770,2025-04-18 15:44:39.990163+00,1,3,worst,3y3scr3am,122,117
771,2025-04-18 15:45:07.242247+00,1,4,worst,3y3scr3am,87,62
772,2025-04-18 15:46:17.472636+00,1,5,worst,3y3scr3am,70,124
773,2025-04-18 15:48:08.690668+00,1,6,worst,3y3scr3am,119,110
774,2025-04-18 15:48:23.047207+00,1,7,worst,3y3scr3am,116,112
775,2025-04-18 15:48:57.446871+00,2,0,worst,3y3scr3am,126,108
776,2025-04-18 15:49:16.933464+00,2,1,worst,3y3scr3am,53,122
777,2025-04-18 15:49:32.212506+00,2,2,worst,3y3scr3am,87,70
778,2025-04-18 15:50:07.158384+00,2,3,worst,3y3scr3am,116,119
779,2025-04-18 15:54:01.180932+00,3,0,worst,3y3scr3am,126,53
780,2025-04-18 15:55:16.408439+00,3,1,worst,3y3scr3am,116,87
781,2025-04-18 15:55:41.790374+00,4,0,worst,3y3scr3am,126,116
782,2025-04-18 16:02:18.796484+00,3,1,best,grepylol,68,105
783,2025-04-18 16:02:40.644409+00,4,0,best,grepylol,94,68
784,2025-04-18 16:05:08.022371+00,0,0,worst,grepylol,46,108
785,2025-04-18 16:05:57.546263+00,0,1,worst,grepylol,79,99
786,2025-04-18 16:07:08.274229+00,0,2,worst,grepylol,104,127
787,2025-04-18 16:08:41.811878+00,0,3,worst,grepylol,51,126
788,2025-04-18 16:11:01.624+00,0,4,worst,grepylol,89,53
789,2025-04-18 16:11:37.18606+00,0,5,worst,grepylol,96,93
790,2025-04-18 16:12:56.527853+00,1,0,worst,grepylol,79,46
791,2025-04-18 16:14:09.448381+00,1,1,worst,grepylol,51,104
792,2025-04-18 16:18:03.80729+00,1,2,worst,grepylol,96,89
793,2025-04-18 16:19:01.288748+00,1,3,worst,grepylol,117,113
794,2025-04-18 16:20:48.589611+00,1,4,worst,grepylol,122,62
795,2025-04-18 16:21:38.473275+00,1,5,worst,grepylol,70,87
796,2025-04-18 16:23:05.182241+00,1,6,worst,grepylol,119,124
797,2025-04-18 16:23:48.047293+00,0,0,best,a1shar,45,123
798,2025-04-18 16:23:59.261855+00,0,1,best,a1shar,118,94
799,2025-04-18 16:24:08.381248+00,0,2,best,a1shar,111,86
800,2025-04-18 16:24:17.389969+00,1,7,worst,grepylol,112,110
801,2025-04-18 16:24:18.70348+00,0,3,best,a1shar,101,91
802,2025-04-18 16:24:28.182642+00,0,4,best,a1shar,115,121
803,2025-04-18 16:24:35.343092+00,1,0,best,a1shar,45,118
804,2025-04-18 16:24:39.880181+00,1,1,best,a1shar,101,111
805,2025-04-18 16:24:45.428965+00,1,2,best,a1shar,72,115
806,2025-04-18 16:24:54.237442+00,1,3,best,a1shar,109,114
807,2025-04-18 16:25:25.73683+00,2,0,worst,grepylol,79,51
808,2025-04-18 16:25:30.500305+00,1,4,best,a1shar,65,61
809,2025-04-18 16:25:35.806717+00,1,5,best,a1shar,68,52
810,2025-04-18 16:25:41.332828+00,1,6,best,a1shar,105,47
811,2025-04-18 16:26:02.390306+00,1,7,best,a1shar,98,120
812,2025-04-18 16:26:28.415524+00,2,1,worst,grepylol,117,96
813,2025-04-18 16:27:14.758217+00,2,0,best,a1shar,45,101
814,2025-04-18 16:27:19.848063+00,2,1,best,a1shar,72,109
815,2025-04-18 16:27:30.577477+00,0,0,best,berenus,123,45
816,2025-04-18 16:27:30.764315+00,2,2,best,a1shar,68,65
817,2025-04-18 16:27:47.631956+00,0,1,best,berenus,94,118
818,2025-04-18 16:27:57.888766+00,0,2,best,berenus,111,86
819,2025-04-18 16:28:04.478867+00,0,3,best,berenus,101,91
820,2025-04-18 16:28:12.249157+00,0,4,best,berenus,115,121
821,2025-04-18 16:28:18.945658+00,0,5,best,berenus,109,72
822,2025-04-18 16:28:22.87658+00,2,3,best,a1shar,105,98
823,2025-04-18 16:28:26.719833+00,3,0,best,a1shar,45,72
824,2025-04-18 16:28:31.994598+00,3,1,best,a1shar,105,68
825,2025-04-18 16:28:33.887627+00,1,0,best,berenus,123,94
826,2025-04-18 16:28:40.628197+00,1,1,best,berenus,111,101
827,2025-04-18 16:28:52.796723+00,1,2,best,berenus,109,115
828,2025-04-18 16:28:59.563087+00,2,2,worst,grepylol,122,70
829,2025-04-18 16:28:59.637916+00,1,3,best,berenus,107,114
830,2025-04-18 16:29:09.129748+00,1,4,best,berenus,65,61
831,2025-04-18 16:29:09.903781+00,4,0,best,a1shar,105,45
832,2025-04-18 16:29:18.045634+00,0,0,worst,a1shar,99,46
833,2025-04-18 16:29:22.595014+00,0,1,worst,a1shar,79,127
834,2025-04-18 16:29:22.69663+00,1,5,best,berenus,68,52
835,2025-04-18 16:29:28.445059+00,0,2,worst,a1shar,104,126
836,2025-04-18 16:29:33.138081+00,1,6,best,berenus,105,47
837,2025-04-18 16:29:33.862106+00,0,3,worst,a1shar,51,53
838,2025-04-18 16:29:37.484056+00,0,4,worst,a1shar,93,89
839,2025-04-18 16:29:40.701331+00,1,7,best,berenus,120,98
840,2025-04-18 16:29:44.473219+00,0,5,worst,a1shar,96,117
841,2025-04-18 16:29:51.251403+00,2,0,best,berenus,123,111
842,2025-04-18 16:29:58.812811+00,2,1,best,berenus,109,107
843,2025-04-18 16:30:02.515082+00,2,3,worst,grepylol,119,112
844,2025-04-18 16:30:02.588247+00,2,2,best,berenus,65,68
845,2025-04-18 16:30:11.096483+00,2,3,best,berenus,105,120
846,2025-04-18 16:30:26.349792+00,3,0,best,berenus,109,123
847,2025-04-18 16:30:29.955896+00,3,1,best,berenus,65,105
848,2025-04-18 16:30:34.582603+00,3,0,worst,grepylol,117,79
849,2025-04-18 16:30:39.118502+00,4,0,best,berenus,65,109
850,2025-04-18 16:30:44.081364+00,3,1,worst,grepylol,122,119
851,2025-04-18 16:30:53.936991+00,0,0,worst,berenus,108,46
852,2025-04-18 16:31:03.746625+00,0,1,worst,berenus,79,99
853,2025-04-18 16:31:04.970301+00,4,0,worst,grepylol,122,117
854,2025-04-18 16:31:20.364855+00,0,2,worst,berenus,127,104
855,2025-04-18 16:31:31.66084+00,0,3,worst,berenus,51,126
856,2025-04-18 16:31:41.0559+00,0,4,worst,berenus,53,89
857,2025-04-18 16:31:47.436412+00,0,5,worst,berenus,96,93
858,2025-04-18 16:32:06.77752+00,0,6,worst,berenus,113,117
859,2025-04-18 16:32:12.2972+00,1,0,worst,berenus,108,79
860,2025-04-18 16:32:18.792681+00,1,0,worst,a1shar,79,99
861,2025-04-18 16:32:19.606937+00,1,1,worst,berenus,51,127
862,2025-04-18 16:32:24.339584+00,1,2,worst,berenus,96,53
863,2025-04-18 16:32:25.93049+00,1,1,worst,a1shar,104,51
864,2025-04-18 16:32:28.885847+00,1,3,worst,berenus,122,113
865,2025-04-18 16:32:33.435841+00,1,2,worst,a1shar,93,96
866,2025-04-18 16:32:34.266721+00,1,4,worst,berenus,87,62
867,2025-04-18 16:32:40.135731+00,1,3,worst,a1shar,122,113
868,2025-04-18 16:32:41.645087+00,1,5,worst,berenus,70,124
869,2025-04-18 16:32:45.209164+00,1,6,worst,berenus,119,110
870,2025-04-18 16:32:48.370886+00,1,4,worst,a1shar,87,62
871,2025-04-18 16:32:48.62133+00,1,7,worst,berenus,116,112
872,2025-04-18 16:32:57.389742+00,2,0,worst,berenus,51,108
873,2025-04-18 16:33:03.472816+00,2,1,worst,berenus,96,122
874,2025-04-18 16:33:08.610856+00,2,2,worst,berenus,87,70
875,2025-04-18 16:33:13.106071+00,2,3,worst,berenus,119,116
876,2025-04-18 16:33:19.846386+00,3,0,worst,berenus,96,51
877,2025-04-18 16:33:26.68565+00,3,1,worst,berenus,119,87
878,2025-04-18 16:33:41.138576+00,4,0,worst,berenus,96,119
879,2025-04-18 16:34:01.139322+00,1,5,worst,a1shar,124,70
880,2025-04-18 16:34:05.718559+00,1,6,worst,a1shar,119,110
881,2025-04-18 16:34:10.893008+00,1,7,worst,a1shar,116,112
882,2025-04-18 16:34:14.325207+00,2,0,worst,a1shar,104,79
883,2025-04-18 16:34:22.339437+00,2,1,worst,a1shar,93,122
884,2025-04-18 16:34:27.560935+00,2,2,worst,a1shar,124,87
885,2025-04-18 16:34:36.230949+00,2,3,worst,a1shar,116,119
886,2025-04-18 16:34:40.938657+00,3,0,worst,a1shar,93,104
887,2025-04-18 16:34:45.718067+00,3,1,worst,a1shar,124,116
888,2025-04-18 16:36:18.563018+00,4,0,worst,a1shar,93,124
889,2025-04-18 17:36:28.425684+00,0,3,best,gtliadrinea,91,101
890,2025-04-18 17:37:53.521697+00,0,4,best,gtliadrinea,115,121
891,2025-04-18 17:38:02.548772+00,1,0,best,gtliadrinea,45,94
892,2025-04-18 17:38:20.744526+00,1,1,best,gtliadrinea,91,111
893,2025-04-18 17:38:26.015318+00,1,2,best,gtliadrinea,72,115
894,2025-04-18 17:38:29.799352+00,1,3,best,gtliadrinea,109,107
895,2025-04-18 17:38:35.474086+00,1,4,best,gtliadrinea,114,61
896,2025-04-18 17:48:10.97622+00,0,0,best,targriss,45,123
897,2025-04-18 17:48:32.322459+00,0,1,best,targriss,118,94
898,2025-04-18 17:48:34.98586+00,1,5,best,gtliadrinea,68,65
899,2025-04-18 17:48:41.988339+00,0,2,best,targriss,86,111
900,2025-04-18 17:48:50.744872+00,1,6,best,gtliadrinea,52,47
901,2025-04-18 17:48:50.983898+00,0,3,best,targriss,91,101
902,2025-04-18 17:48:57.901678+00,1,7,best,gtliadrinea,98,105
903,2025-04-18 17:49:00.733871+00,0,4,best,targriss,121,115
904,2025-04-18 17:49:02.146569+00,2,0,best,gtliadrinea,45,91
905,2025-04-18 17:49:05.721894+00,1,0,best,targriss,45,118
906,2025-04-18 17:49:12.35383+00,1,1,best,targriss,91,86
907,2025-04-18 17:49:17.575378+00,1,2,best,targriss,72,121
908,2025-04-18 17:49:19.857883+00,2,1,best,gtliadrinea,72,109
909,2025-04-18 17:49:22.379672+00,1,3,best,targriss,109,107
910,2025-04-18 17:49:24.23535+00,2,2,best,gtliadrinea,114,68
911,2025-04-18 17:49:32.747895+00,2,3,best,gtliadrinea,52,98
912,2025-04-18 17:49:37.305668+00,3,0,best,gtliadrinea,45,72
913,2025-04-18 17:49:39.676356+00,1,4,best,targriss,114,61
914,2025-04-18 17:49:41.563872+00,3,1,best,gtliadrinea,114,52
